0.5,-3.7
1.5,-4.4
2.5,-5.2
3.5,-5.9
4.5,-6
5.5,-6.2
6.5,-6.3
7.5,-5.7
8.5,-5
9.5,-4.4
10.5,-4.1
11.5,-3.7
12.5,-3.4
13.5,-3.6
14.5,-3.8
15.5,-4
16.5,-3.4
17.5,-2.8
18.5,-2.2
19.5,-1.7
20.5,-1.1
21.5,-0.6
22.5,-0.4
23.5,-0.1
24.5,0.1
25.5,0.4
26.5,0.6
27.5,0.9
28.5,0.9
29.5,1
30.5,1
31.5,1.2
32.5,1.3
33.5,1.5
34.5,1.8
35.5,2.1
36.5,2.4
37.5,2.3
38.5,2.2
39.5,2.1
40.5,2.2
41.5,2.4
42.5,2.5
43.5,2.6
44.5,2.6
45.5,2.7
46.5,2.7
47.5,2.7
48.5,2.7
49.5,2.7
50.5,2.7
51.5,2.7
52.5,2.6
53.5,2.6
54.5,2.5
55.5,2.7
56.5,2.8
57.5,3
58.5,3
59.5,3
60.5,3
61.5,3.2
62.5,3.4
63.5,3.6
64.5,2.9
65.5,2.2
66.5,1.5
67.5,1.3
68.5,1
69.5,0.8
70.5,0.5
71.5,0.2
72.5,-0.1
73.5,-0.4
74.5,-0.6
75.5,-0.9
76.5,-1.1
77.5,-1.4
78.5,-1.6
79.5,-1.1
80.5,-0.6
81.5,-0.1
82.5,1.1
83.5,2.2
84.5,3.4
85.5,3
86.5,2.6
87.5,2.2
88.5,2.2
89.5,2.2
90.5,2.2
91.5,2.5
92.5,2.8
93.5,3.1
94.5,2.6
95.5,2.2
96.5,1.7
97.5,1.4
98.5,1.1
99.5,0.8
100.5,0.8
101.5,0.9
102.5,0.9
103.5,1.3
104.5,1.8
105.5,2.2
106.5,2.5
107.5,2.8
108.5,3.1
109.5,3
110.5,3
111.5,2.9
112.5,2.6
113.5,2.2
114.5,1.9
115.5,1.6
116.5,1.2
117.5,0.9
118.5,0.8
119.5,0.7
120.5,0.6
121.5,0.4
122.5,0.1
123.5,-0.1
124.5,-0.1
125.5,-0.1
126.5,-0.1
127.5,0.2
128.5,0.6
129.5,0.9
130.5,1.2
131.5,1.6
132.5,1.9
133.5,1.6
134.5,1.4
135.5,1.1
136.5,0.8
137.5,0.5
138.5,0.2
139.5,-0.4
140.5,-1.1
141.5,-1.7
142.5,-1.7
143.5,-1.7
144.5,-1.7
145.5,-2.2
146.5,-2.6
147.5,-3.1
148.5,-2.3
149.5,-1.6
150.5,-0.8
151.5,-0.2
152.5,0.5
153.5,1.1
154.5,1.7
155.5,2.4
156.5,3
157.5,3.3
158.5,3.7
159.5,4
160.5,3.4
161.5,2.9
162.5,2.3
163.5,2.1
164.5,2
165.5,1.8
166.5,1.7
167.5,1.6
168.5,1.5
169.5,1.6
170.5,1.7
171.5,1.8
172.5,1.6
173.5,1.5
174.5,1.3
175.5,1.8
176.5,2.2
177.5,2.7
178.5,3.2
179.5,3.6
180.5,4.1
181.5,3.4
182.5,2.7
183.5,2
184.5,1.8
185.5,1.6
186.5,1.4
187.5,1.2
188.5,1
189.5,0.8
190.5,0.7
191.5,0.6
192.5,0.5
193.5,0.6
194.5,0.8
195.5,0.9
196.5,1.1
197.5,1.2
198.5,1.4
199.5,2.2
200.5,3
201.5,3.8
202.5,4.7
203.5,5.5
204.5,6.4
205.5,6
206.5,5.7
207.5,5.3
208.5,5
209.5,4.7
210.5,4.4
211.5,4.5
212.5,4.6
213.5,4.7
214.5,4.5
215.5,4.4
216.5,4.2
217.5,3.7
218.5,3.3
219.5,2.8
220.5,2.3
221.5,1.9
222.5,1.4
223.5,1.4
224.5,1.4
225.5,1.4
226.5,1.5
227.5,1.5
228.5,1.6
229.5,1.1
230.5,0.7
231.5,0.2
232.5,0.1
233.5,-0.1
234.5,-0.2
235.5,-0.3
236.5,-0.5
237.5,-0.6
238.5,-1.2
239.5,-1.7
240.5,-2.3
241.5,-3
242.5,-3.6
243.5,-4.3
244.5,-4.8
245.5,-5.2
246.5,-5.7
247.5,-4.5
248.5,-3.4
249.5,-2.2
250.5,-1.4
251.5,-0.5
252.5,0.3
253.5,-0.1
254.5,-0.6
255.5,-1
256.5,-1.5
257.5,-1.9
258.5,-2.4
259.5,-1.8
260.5,-1.1
261.5,-0.5
262.5,0
263.5,0.5
264.5,1
265.5,1.2
266.5,1.5
267.5,1.7
268.5,1.6
269.5,1.6
270.5,1.5
271.5,1.4
272.5,1.4
273.5,1.3
274.5,1
275.5,0.8
276.5,0.5
277.5,0.6
278.5,0.7
279.5,0.8
280.5,0.9
281.5,1.1
282.5,1.2
283.5,1.2
284.5,1.3
285.5,1.3
286.5,1.3
287.5,1.2
288.5,1.2
289.5,0.9
290.5,0.7
291.5,0.4
292.5,0.2
293.5,-0.1
294.5,-0.3
295.5,-0.1
296.5,0
297.5,0.2
298.5,0.2
299.5,0.2
300.5,0.2
301.5,0
302.5,-0.1
303.5,-0.3
304.5,-0.4
305.5,-0.6
306.5,-0.7
307.5,-0.9
308.5,-1.1
309.5,-1.3
310.5,-1.4
311.5,-1.4
312.5,-1.5
313.5,-1.6
314.5,-1.7
315.5,-1.8
316.5,-1.7
317.5,-1.7
318.5,-1.6
319.5,-1.5
320.5,-1.3
321.5,-1.2
322.5,-1
323.5,-0.7
324.5,-0.5
325.5,-0.6
326.5,-0.6
327.5,-0.7
328.5,-0.4
329.5,-0.1
330.5,0.2
331.5,0.4
332.5,0.6
333.5,0.8
334.5,1
335.5,1.1
336.5,1.3
337.5,1.4
338.5,1.6
339.5,1.7
340.5,1.8
341.5,1.8
342.5,1.9
343.5,2.2
344.5,2.5
345.5,2.8
346.5,3
347.5,3.1
348.5,3.3
349.5,3.3
350.5,3.3
351.5,3.3
352.5,3.1
353.5,3
354.5,2.8
355.5,2.9
356.5,3
357.5,3.1
358.5,3.1
359.5,3
360.5,3
361.5,3
362.5,3
363.5,3
364.5,2.9
365.5,2.9
366.5,2.8
367.5,2.8
368.5,2.8
369.5,2.8
370.5,2.9
371.5,3.1
372.5,3.2
373.5,2.9
374.5,2.6
375.5,2.3
376.5,2.2
377.5,2.2
378.5,2.1
379.5,2.2
380.5,2.3
381.5,2.4
382.5,2.4
383.5,2.4
384.5,2.4
385.5,2.3
386.5,2.1
387.5,2
388.5,2
389.5,2
390.5,2
391.5,1.3
392.5,0.7
393.5,0
394.5,0
395.5,-0.1
396.5,-0.1
397.5,-0.4
398.5,-0.7
399.5,-1
400.5,-1.2
401.5,-1.3
402.5,-1.5
403.5,-1.8
404.5,-2.2
405.5,-2.5
406.5,-2.5
407.5,-2.4
408.5,-2.4
409.5,-2.7
410.5,-2.9
411.5,-3.2
412.5,-3.3
413.5,-3.3
414.5,-3.4
415.5,-2.7
416.5,-2.1
417.5,-1.4
418.5,-1.3
419.5,-1.1
420.5,-1
421.5,-1.2
422.5,-1.4
423.5,-1.6
424.5,-1.6
425.5,-1.6
426.5,-1.6
427.5,-1.9
428.5,-2.2
429.5,-2.5
430.5,-2.6
431.5,-2.7
432.5,-2.8
433.5,-2.7
434.5,-2.5
435.5,-2.4
436.5,-2.4
437.5,-2.5
438.5,-2.5
439.5,-2.4
440.5,-2.3
441.5,-2.2
442.5,-2
443.5,-1.7
444.5,-1.5
445.5,-2.2
446.5,-2.9
447.5,-3.6
448.5,-6.4
449.5,-9.3
450.5,-12.1
